Building IRN,Building Name,District IRN,District Name,County,Street address,City and Zip code,Phone #,Principal,Grade Span,Open/Closed Status,Designation,Number of standards met,Number of standards possible,Enrollment,Attendance 2005-06,Performance Index Score 2005-06
133819,Hope Academy Lincoln Park,133819,Hope Academy Lincoln Park,,2421 W 11th St,"Cleveland, Ohio  44113-4401",(216) 263-7008,Raymond Terry,K-8,Open,Continuous Improvement,3,10,176,92.3,76.3
133835,Life Skills Ctr Of Cleveland,133835,Life Skills Ctr Of Cleveland,,4600 Carnegie Ave,"Cleveland, Ohio  44103-4371",(216) 431-7571,Yolanda Eiland,9-12,Open,Academic Emergency,0,12,471,50.4,57.7
133850,Hope Academy Canton Campus,133850,Hope Academy Canton Campus,,1379 Garfield Ave SW,"Canton, Ohio  44706-5200",(330) 454-3128,Virginia Desharnais,K-8,Open,Academic Watch,3,14,390,93.6,77.3
133868,Life Skills Center Of Akron,133868,Life Skills Center Of Akron,,80 W Bowery St,"Akron, Ohio  44308-1137",(330) 376-8700,Joseph G. Cole,9-12,Open,Academic Emergency,0,7,343,49.5,65.4
133900,Academy of Cleveland,133900,Academy of Cleveland,,9114 Miles Park Ave,"Cleveland, Ohio  44105-5106",(216) 271-0237,Linda Harris,K-6,Open,Academic Watch,1,10,158,93.5,63.4
133918,Academy Of Dayton,133918,Academy Of Dayton,,4095 Little Richmond Rd,"Trotwood, Ohio  45427-3310",(937) 567-1072,,K-4,Open,Continuous Improvement,3,12,85,97.9,74.6
133926,Performing Arts School Of Toledo,133926,Performing Arts School Of Toledo,,425 Jefferson Ave,"Toledo, Ohio  43604-1060",(419) 243-4752,,7-12,Open,Academic Watch,5,16,116,93.6,76.8
133942,Toledo School For The Arts,133942,Toledo School For The Arts,,333 14th St Fl 4TH,"Toledo, Ohio  43624-1459",(419) 246-8732,Howard M. Walters,6-12,Open,Excellent,18,18,394,95.0,101.2
133959,"Dayton Academy, The",133959,"Dayton Academy, The",,4401 Dayton Liberty Rd,"Dayton, Ohio  45418-1903",(937) 262-4080,Emory Wyckoff,K-8,Open,Continuous Improvement,6,14,889,93.4,88.8
133967,George Washington Carver Preparatory Academy,133967,George Washington Carver Preparatory Academy,,2283 Sunbury Rd,"Columbus, Ohio  43219-3528",(614) 509-2440,Johnnye M. Willis,K-8,Open,Academic Watch,1,7,73,91.9,67.5
133975,Toledo Academy Of Learning,133975,Toledo Academy Of Learning,,301 Collingwood Blvd,"Toledo, Ohio  43602-1624",(419) 255-0253,Judith A. Miller,K-10,Open,Academic Emergency,1,19,349,95.6,63
134064,Oak Tree Montessori,134064,Oak Tree Montessori,,20 E Central Pkwy,"Cincinnati, Ohio  45202-7239",,,K-6,Closed,NC,0,0,--,--,0
134072,Youngstown Community School,134072,Youngstown Community School,,50 Essex St,"Youngstown, Ohio  44502-1838",(330) 746-2240,Mary Dunn,K-6,Open,Effective,5,10,323,96.7,90.3
134080,Eagle Heights Academy,134080,Eagle Heights Academy,,1833 Market St,"Youngstown, Ohio  44507-1137",(330) 742-9090,DONALD ROBINSON,K-8,Open,Academic Emergency,2,14,1092,93.5,68
134098,Old Brooklyn Montessori School,134098,Old Brooklyn Montessori School,,4430 State Rd,"Cleveland, Ohio  44109-4705",(216) 661-7888,Cherie Kaiser,K-8,Open,Effective,3,6,212,95.8,92.2
134106,Harmony Community School,134106,Harmony Community School,,1580 Summit Rd,"Cincinnati, Ohio  45237-1917",(513) 921-5260,Deland S. Mccullough,6-12,Open,Academic Watch,0,16,620,92.6,62
134122,M.O.D.E.L. Community School,134122,M.O.D.E.L. Community School,,1615 Holland Rd,"Maumee, Ohio  43537-1622",(419) 897-4400,Mary A. Walters,K-12,Open,Excellent,10,10,74,97.2,107.5
134148,Aurora Academy,134148,Aurora Academy,,541 Utah St,"Toledo, Ohio  43605-2299",(419) 693-6841,Cindy M. Wilson,K-8,Open,Excellent,1,1,NC,100.0,62.1
134171,Meadows Choice Community,134171,Meadows Choice Community,,1853 South Ave,"Toledo, Ohio  43609-2054",(419) 385-5730,Ellin J. Bick,"1-8,SN",Open,Academic Watch,1,7,99,100.0,51.7
134189,Hope Academy Broadway Campus,134189,Hope Academy Broadway Campus,,3398 E 55th St,"Cleveland, Ohio  44127-1691",(216) 271-7747,Lydia M. Harris,K-12,Open,Continuous Improvement,3,14,463,92.0,82.8
134197,Hope Academy Chapelside Campus,134197,Hope Academy Chapelside Campus,,3845 E 131st St,"Cleveland, Ohio  44120-4661",(216) 283-6589,Victoria F. Dorsey,K-12,Open,Academic Watch,1,14,434,94.4,69.4
134205,Hope Academy Cathedral Campus,134205,Hope Academy Cathedral Campus,,10615 Lamontier Ave,"Cleveland, Ohio  44104-4847",(216) 721-6909,Lynda L. Carn-Farkas,K-12,Open,Continuous Improvement,1,14,523,94.4,70.1
134213,Hope Academy University,134213,Hope Academy University,,220 S Broadway St,"Akron, Ohio  44308-1531",(330) 535-7728,Angela Stanley-Lyons,K-8,Open,Effective,8,14,315,94.2,92.2
134221,Hope Academy Brown St Campus,134221,Hope Academy Brown St Campus,,1035 Clay St,"Akron, Ohio  44301-1517",(330) 785-0180,Wendy A. Rydarowicz,K-8,Open,Continuous Improvement,3,14,249,93.9,77.7
134247,City Day Community School,134247,City Day Community School,,318 S Main St,"Dayton, Ohio  45402-2716",(937) 223-8130,Roseda Goff,K-7,Open,Continuous Improvement,3,12,158,99.9,78.3
134262,Academy Of Business & Tech,134262,Academy Of Business & Tech,,1462 Woodland Ave,"Toledo, Ohio  43607-3977",(419) 242-7508,Linda M. Ransey,K-8,Open,Academic Emergency,1,14,276,93.6,68
134288,East End Comm Heritage School,134288,East End Comm Heritage School,,PO Box 9889,"Cincinnati, Ohio  45209-0889",(937) 222-7355,Janice Glaspie,K-12,Open,Continuous Improvement,4,18,173,86.7,75.6
134692,Clear Fork Middle School,049411,Clear Fork Valley,Richland,987 State Route 97 E,"Bellville, Ohio  44813-1229",(419) 886-3111,Brian K. Brown,6-8,Open,Effective,5,7,428,95.3,95.7
135046,Eastern Elementary School,048512,Eastern,Meigs,38850 State Route 7,"Reedsville, Ohio  45772-9724",(740) 985-3304,Jody L. Howard,K-8,Open,Effective,10,14,567,95.4,94.6
135236,Opportunity,045120,Wooster,Wayne,629 N Grant St,"Wooster, Ohio  44691-2822",(330) 262-8282,James L. Jackson,K-12,Open,Continuous Improvement,0,1,37,87.8,88.3
135269,Rapid Run Middle School,047373,Oak Hills Local School District,Hamilton,6345 Rapid Run Rd,"Cincinnati, Ohio  45233-4555",(513) 467-0300,Robert P. Sehlhorst,6-8,Open,Excellent,7,7,598,95.8,103.7
135301,Henry Karrer Middle School,047027,Dublin,Franklin,7245 Tullymore Dr,"Dublin, Ohio  43016-8401",(614) 873-0459,Rick L. Weininger,6-8,Open,Excellent,7,7,775,96.5,106.7
135327,Genoa Middle School,045047,Westerville,Franklin,5948 S Old 3c Hwy,"Westerville, Ohio  43082-9251",(614) 797-6500,Suzanne E. Kile,6-8,Open,Excellent,7,7,934,95.8,99.9
135517,Hillsboro Middle School,044123,Hillsboro,Highland,358 W Main St,"Hillsboro, Ohio  45133-1314",(937) 393-9877,Steven Chrisman,6-8,Open,Continuous Improvement,1,5,441,93.4,86.3
135566,Alternative High School,044297,Mansfield,Richland,215 N Trimble Rd,"Mansfield, Ohio  44906-2630",(419) 525-6305,Brian K. Garverick,7-12,Open,Academic Emergency,0,1,74,83.8,51.8
135830,Nagel Middle School,047340,Forest Hills,Hamilton,1500 Nagel Rd,"Cincinnati, Ohio  45255-2544",(513) 474-5407,Dona L. Gardner,7-8,Open,Excellent,5,5,1200,95.8,103.7
135863,Leggett Street Primary School,045641,Wauseon Exempted Village Schools,Fulton,940 E Leggett St,"Wauseon, Ohio  43567-1551",(419) 335-4000,Troy A. Armstrong,K-2,Open,NC,1,1,476,96.1,
136010,Coventry Junior High School,049999,Coventry,Summit,3257 Cormany Rd,"Akron, Ohio  44319-1425",(330) 644-2232,Cynthia E. McDonald,8-9,Open,Excellent,3,3,431,93.8,94.5
136101,Twinsburg High School,050070,Twinsburg,Summit,10084 Ravenna Rd,"Twinsburg, Ohio  44087-1719",(330) 486-2400,Michael L. Swank,9-12,Open,Excellent,12,12,1187,95.1,101.9
136598,Medlar View Elementary School,044396,Miamisburg,Montgomery,4400 Medlar Rd,"Miamisburg, Ohio  45342-4335",(937) 865-5257,Steven C. Homan,K-5,Open,Excellent,7,8,613,96.3,100
136788,Southeast Intermediate Elementary School,049221,Southeast Local School District,Portage,8301 Tallmadge Rd,"Ravenna, Ohio  44266-9231",(330) 654-5841,SHARON M. PARRISH,3-5,Open,Effective,5,8,395,95.3,93.4
136911,Indian Trail Elementary School,046946,Canal Winchester,Franklin,6767 Gender Rd,"Canal Winchester, Ohio  43110-9046",(614) 833-2154,Bev B. Downing,K-2,Open,NC,1,1,566,94.8,
137059,Southeast Elementary Campus School,049221,Southeast Local School District,Portage,8301 Tallmadge Rd,"Ravenna, Ohio  44266-9231",(330) 654-5841,Christine Miller,K-5,Open,Excellent,8,8,156,95.2,103.5
137231,Clark-Shawnee Kindergarten Vil Elementary School,046284,Clark-Shawnee,Clark,3835 Old Clifton Rd,"Springfield, Ohio  45502-9488",(937) 328-2200,Pamela J. Young,K,Open,NC,1,1,85,95.4,
137265,Huntington Middle School,049502,Huntington,Ross,188 Huntsman Rd,"Chillicothe, Ohio  45601-9378",(740) 663-6079,Alice J. Kellough,6-8,Open,Continuous Improvement,1,7,323,94.7,84.3
137273,Stanton Middle School,044164,Kent,Portage,1175 Hudson Rd,"Kent, Ohio  44240-2109",(330) 673-6693,Timothy A. Dortch,6-8,Open,Effective,6,7,829,94.8,97.2
137455,Van Buren Middle School,047464,Van Buren,Hancock,217 S Main St,"Van Buren, Ohio  45889-9720",(419) 299-3385,Jason A. Clark,6-8,Open,Excellent,7,7,232,97.1,102.4
137463,Piqua Junior High School,044644,Piqua,Miami,1 Tomahawk Trl,"Piqua, Ohio  45356-8242",(937) 778-2997,Edward L. Mccord,7-8,Open,Effective,4,5,587,95.6,90.9
137836,Early Childhood Kindergarten,043711,Canton,Stark,1350 Cherry Ave NE,"Canton, Ohio  44714-2529",(330) 580-3008,Carolyn Laughlin,"K,P",Open,NC,1,1,50,93.4,
138040,North Side Elementary School,048330,Lowellville,Mahoning,52 Rocket Place,"Lowellville, Ohio  44436",(330) 536-8426,Sam J. Ramunno,K-6,Open,Excellent,10,10,317,96.2,101.9
138065,John C Dempsey Middle School,043877,Delaware,Delaware,599 Pennsylvania Ave,"Delaware, Ohio  43015-1522",(740) 833-1800,Paul W. King,7-8,Open,Effective,3,5,705,94.1,91.1
138081,Welcome Center @ Mifflin M.S.,043802,Columbus Public Schools,Franklin,3000 Agler Rd,"Columbus, Ohio  43219-3402",(614) 365-8380,Kenneth T. Woodard,6-8,Open,Academic Emergency,1,7,199,94.4,37.1
138099,Welcome Center @ North H.S.,043802,Columbus Public Schools,Franklin,100 E Arcadia Ave,"Columbus, Ohio  43202-2641",(614) 365-8926,Kenneth T. Woodard,K-12,Open,Academic Emergency,1,11,212,94.9,58.3
138198,Eastmoor Academy,043802,Columbus Public Schools,Franklin,417 S Weyant Ave,"Columbus, Ohio  43213-2279",(614) 365-6158,Darryl C. Sanders,9-12,Open,Effective,7,12,763,92.8,99.6
138347,Mogadore Junior High School,050039,Mogadore,Summit,130 S Cleveland Ave,"Mogadore, Ohio  44260-1443",(330) 628-9943,Terry P. Byers,7-8,Open,Continuous Improvement,2,5,138,96.2,86
138552,Ridgewood Middle School,046474,Ridgewood,Coshocton,517 S Oak St,"West Lafayette, Ohio  43845-1350",(740) 545-6335,Michael Masloski,6-8,Open,Excellent,7,7,334,96.0,104.9
138602,Springboro Elementary School,050427,Springboro Community,Warren,705 S Main St,"Springboro, Ohio  45066-1581",(937) 748-4113,Bruce M. Lewis,6,Open,Excellent,6,6,729,96.5,101.6
138727,Franklin Woods Intermediate School,044800,South-Western,Franklin,1831 Finland Ave,"Columbus, Ohio  43223-3719",(614) 801-8600,Scott C. Haynes,5-6,Open,Continuous Improvement,2,5,653,94.7,84.9
138735,Holt Crossing Intermediate School,044800,South-Western,Franklin,2706 Holt Rd,"Grove City, Ohio  43123-9688",(614) 801-8700,Linda C. Kuhn,5-6,Open,Continuous Improvement,3,5,782,95.4,93
138743,Galloway Ridge Intermediate School,044800,South-Western,Franklin,122 Galloway Rd,"Galloway, Ohio  43119-9248",(614) 801-8850,Mary A. Padovan,5-6,Open,Continuous Improvement,1,5,668,94.8,88.7
138750,Park Street Intermediate School,044800,South-Western,Franklin,3191 Park St,"Grove City, Ohio  43123-3225",(614) 801-8800,Ed W. Gwazdauskas,5-6,Open,Effective,3,5,595,94.4,91
138826,Julian & Marjorie Lange School Elementary School,044586,Oakwood,Montgomery,219 W Dorothy Ln,"Dayton, Ohio  45429-1450",(937) 299-8730,Kimberly A. Kappler,K,Open,NC,1,1,95,96.2,
138859,Little Miami Intermediate Middle School,050443,Little Miami Local School District,Warren,605 Welch Rd,"Morrow, Ohio  45152-1031",(513) 899-2334,Robert D. Reagan,5-6,Open,Effective,4,5,553,96.5,96.5
138958,Harmon Middle School,046896,Pickerington,Fairfield,12410 Harmon Rd,"Pickerington, Ohio  43147-9216",(614) 751-3570,Gary E. Morrow,5-6,Open,Excellent,5,5,647,96.9,102.2
138966,Diley Middle School,046896,Pickerington,Fairfield,750 Preston Trails Dr,"Pickerington, Ohio  43147-2056",(614) 833-3630,Dana M. Jones,5-6,Open,Effective,3,5,679,96.9,93.8
139022,Miami View Middle School,046276,Southeastern,Clark,230 Clifton Rd,"South Charleston, Ohio  45368-9602",(937) 462-8364,Karen Jines,5-8,Open,Effective,7,9,262,95.3,94.8
139204,Tinora Elementary School,046722,Northeastern,Defiance,5751 Domersville Rd,"Defiance, Ohio  43512-9121",(419) 497-1022,Eric V. Spiller,2-6,Open,Excellent,10,10,417,96.3,100.7
139212,Lynchburg-Clay Elementary School,047639,Lynchburg-Clay,Highland,6760 State Route 134,"Lynchburg, Ohio  45142-9154",(937) 364-9119,Joni K. Minton,K-5,Open,Effective,5,8,588,95.7,91.8
139220,Lynchburg-Clay Middle School,047639,Lynchburg-Clay,Highland,8250 State Route 134,"Lynchburg, Ohio  45142-9110",(937) 364-2811,Eric B. Magee,6-8,Open,Effective,5,7,322,94.6,92.7
139287,Central Intermediate School,044974,Wadsworth City Schools,Medina,151 Main St,"Wadsworth, Ohio  44281-1433",(330) 335-1480,Paula M. Canterbury,5-6,Open,Excellent,5,5,718,96.7,103
139311,Monroe High School,139303,Monroe,Butler,220 Yankee Rd,"Monroe, Ohio  45050-1042",(513) 539-8471,Robert F. Leahy,9-12,Open,Excellent,12,12,539,94.5,100.6
139329,Monroe Junior High School,139303,Monroe,Butler,210 Yankee Rd,"Monroe, Ohio  45050-1042",(513) 539-8471,Steven K. Jackson,7-8,Open,Effective,3,5,298,94.9,94.4
139337,Monroe Elementary School,139303,Monroe,Butler,230 Yankee Rd,"Monroe, Ohio  45050-1042",(513) 539-8101,Patti J. Shull,"K-6,P",Open,Excellent,10,10,888,96.1,101
139360,Oak Creek Elementary School,046763,Olentangy,Delaware,1256 Westwood Dr,"Lewis Center, Ohio  43035-6077",(740) 657-4700,Julie A. Lather,K-5,Open,Excellent,8,8,662,96.7,98.9
139477,Bright Elementary School,047613,Bright,Highland,6100 Fair Ridge Rd,"Hillsboro, Ohio  45133-6616",(937) 927-7010,Barbara A. Yochum,"K-6,P",Open,Continuous Improvement,4,10,402,94.4,88.5
139485,Stingel Intermediate Elementary School,049478,Ontario,Richland,416 Shelby Ontario Rd,"Mansfield, Ohio  44906-1030",(419) 529-7021,Lynn Fortman,3-5,Open,Excellent,8,8,383,96.3,99.5
139543,James A. Garfield Intermediate School,049205,James A Garfield,Portage,8233 Park Ave,"Garrettsville, Ohio  44231-1223",(330) 527-7436,Donald E. Long,5-6,Open,Excellent,5,5,229,95.5,96.5
139584,Girard Junior High School,044065,Girard,Trumbull,31 N Ward Ave,"Girard, Ohio  44420-2722",(330) 545-5431,William L. Ryser,7-8,Open,Effective,3,5,285,96.9,91.4
139618,Hickory Grove (Majcf),060988,Department Of Youth Services,Franklin,332 Marion-Williamsport Rd,"Marion, Ohio  43302",(740) 223-2400,Michael D. Heath,7-12,Open,NC,0,0,209,--,
139717,Loveland Intermediate Elementary School,044271,Loveland,Hamilton,757 S Lebanon Rd,"Loveland, Ohio  45140-9308",(513) 774-7000,"Charles C. Hilliker, Jr.",5-6,Open,Excellent,5,5,669,96.2,105.2
139873,Carson Elementary School,043752,Cincinnati Public Schools,Hamilton,4323 Glenway Ave,"Cincinnati, Ohio  45205-1507",(513) 363-9800,Claire A. Kubiak,K-8,Open,Academic Emergency,1,14,621,93.5,66.6
140020,Liberty Center Middle School,047589,Liberty Center,Henry,PO Box 434,"Liberty Center, Ohio  43532-0434",(419) 533-0020,Beverly D. Jump,5-8,Open,Excellent,9,9,375,96.8,98.6
140046,H G Blake Elementary School,044388,Medina,Medina,4704 Lexington Ridge Dr,"Medina, Ohio  44256-7494",(330) 636-3900,Kathleen J. Wetta,1-5,Open,Excellent,8,8,687,96.1,104.8
140095,Hilltop Academy High School,043943,Elyria,Lorain,1300 Gulf Rd,"Elyria, Ohio  44035-1504",(440) 284-8120,,6-10,Open,NC,0,1,26,92.3,55
140152,Choices Alternative School,043711,Canton,Stark,816 30th St NW,"Canton, Ohio  44709-2902",(330) 451-3300,Barbara L. Kovach,10-12,Open,Academic Emergency,0,7,155,87.0,0
140327,Bantam Ridge Elementary School,047803,Indian Creek Local,Jefferson,587 Bantam Ridge Rd,"Wintersville, Ohio  43953-4231",(740) 264-1739,David Quattrochi,K,Open,NC,1,1,96,94.0,
140350,Mckinley Elementary School,044669,Portsmouth,Scioto,514 Union St,"Portsmouth, Ohio  45662-4368",(740) 353-6719,Charles W. Kemp,4-6,Open,Academic Watch,1,8,343,93.4,75.4
140590,Creekview Intermediate Elementary School,045476,Marysville Exempted Village School District,Union,2000 Creekview Dr,"Marysville, Ohio  43040-8325",(937) 642-1154,Timothy P. Kannally,5-6,Open,Effective,4,5,841,94.7,98.9
140806,Alton Darby Elementary School,047019,Hilliard,Franklin,2730 Alton Darby Creek Rd,"Hilliard, Ohio  43026-9770",(614) 334-1400,Barbara A. Orr,"K-5,P",Open,Effective,7,8,650,95.5,95.5
140814,Hilliard Tharp Sixth Grade Elementary School,047019,Hilliard,Franklin,4681 Leap Rd,"Hilliard, Ohio  43026-9264",(614) 334-1600,Craig M. Heath,6,Open,Excellent,3,3,560,95.7,101.2
140822,Hoffman Trails Elementary School,047019,Hilliard,Franklin,4301 Hoffman Farms Dr,"Hilliard, Ohio  43026-7329",(614) 334-0505,Denny D. Thompson,K-5,Open,Excellent,8,8,476,96.4,100.4
140830,Hilliard Memorial Middle School,047019,Hilliard,Franklin,5600 Scioto Darby Rd,"Hilliard, Ohio  43026-1389",(614) 334-3057,Doug S. Lowery,7-8,Open,Excellent,5,5,722,94.7,98.9
140871,Triad Middle School,046201,Triad,Champaign,7941 Brush Lake Rd,"North Lewisburg, Ohio  43060-9617",(937) 826-3071,Scott W. Blackburn,5-8,Open,Continuous Improvement,3,9,360,94.8,88.3
140889,Leighton Elementary School,049171,Aurora,Portage,121 Aurora Hudson Rd,"Aurora, Ohio  44202-9236",(330) 562-2209,Gregory E. Pollock,3-5,Open,Excellent,8,8,706,96.5,105.5
140970,Tyler Run Elementary School,046763,Olentangy,Delaware,580 Salisbury Dr,"Powell, Ohio  43065-8378",(740) 657-4900,Jennifer S. Riethman,K-5,Open,Excellent,8,8,675,96.4,104.6
140988,Olentangy Liberty Middle School,046763,Olentangy,Delaware,7940 Liberty Rd N,"Powell, Ohio  43065-9707",(740) 657-4400,Gena L. Williams,6-8,Open,Excellent,7,7,971,95.4,104
141994,Visintainer Middle School,043661,Brunswick,Medina,1459 Pearl Rd,"Brunswick, Ohio  44212-3467",(330) 273-0402,Carol D. Yost,6-8,Open,Effective,6,7,558,95.6,99.5
142000,Jackson Middle School,044800,South-Western,Franklin,2271 Holton Rd,"Grove City, Ohio  43123-8983",(614) 801-3800,Elizabeth W. Watkins,7-8,Open,Effective,4,5,675,95.0,96.1
142018,Central Crossing High School,044800,South-Western,Franklin,4500 Big Run South Rd,"Grove City, Ohio  43123-9687",(614) 801-6500,Edward H. Palmer,9-12,Open,Effective,9,12,1454,91.9,97.2
142034,Columbus Africentric Secondary School,043802,Columbus Public Schools,Franklin,300 E Livingston Ave,"Columbus, Ohio  43215-5761",(614) 365-8675,Robert L. Murphy,6-11,Open,Continuous Improvement,7,18,522,96.0,80.4
142141,Southern Elementary School,048538,Southern,Meigs,906 Elm St,"Racine, Ohio  45771-8902",(740) 949-4222,Michaela C. Kucsma,K-8,Open,Continuous Improvement,3,14,503,95.1,84.1
142158,Morgan Junior High School,048777,Morgan,Morgan,820 Raider Dr,"Mc Connelsville, Ohio  43756-9299",(740) 962-2833,Timothy L. Hopkins,7-8,Open,Effective,4,5,326,93.9,94.8
142166,East Elementary School,048777,Morgan,Morgan,4265 N State Route 376 NW,"Mc Connelsville, Ohio  43756-9145",(740) 962-3361,Susan L. Troutner,K-6,Open,Effective,9,10,358,94.9,97.4
142174,West Elementary School,048777,Morgan,Morgan,9675 State Route 37,"Malta, Ohio  43758-9727",(740) 342-4873,Sherry A. Poling,K-6,Open,Effective,8,10,380,93.7,95.2
142182,South Elementary School,048777,Morgan,Morgan,3555 State Route 792,"Stockport, Ohio  43787-9344",(740) 559-2377,Barry G. Lyons,K-6,Open,Effective,5,10,390,94.8,90.9
142190,Fairfield Local Middle School,047621,Fairfield Local,Highland,11611 State Route 771,"Leesburg, Ohio  45135-8601",(937) 780-2977,Michael G. Daye,5-8,Open,Effective,6,9,250,94.9,90.4
142224,Odyssey: School of Possibilities,045161,Youngstown,Mahoning,1387 Commonwealth Ave,"Youngstown, Ohio  44505-3237",(330) 480-1995,William D. Esterly,3-12,Open,Academic Emergency,0,9,109,86.4,49.2
142240,Belpre Elementary School,043604,Belpre,Washington,605 3rd St,"Belpre, Ohio  45714-2388",(740) 423-3004,Thomas J. Binegar,K-1,Open,NC,1,1,187,94.6,
142281,New London Middle School,047720,New London,Huron,1 Wildcat Dr,"New London, Ohio  44851-9262",(419) 929-5409,Mary L. Harris,6-8,Open,Excellent,7,7,263,96.2,99.9
142315,Continental Local Middle School,049320,Continental,Putnam,5211 State Route 634,"Continental, Ohio  45831-9155",(419) 596-4571,Larry J. Claypool,6-8,Open,Effective,5,7,143,96.2,95.5
